step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
40,'C5900318','3','M','28007','M859660662','28007','es_food',33.73,0
57,'C4968178','1','F','28007','M230368589','28007','es_barsandrestaurants',23.59,0
2,'C5147413','3','M','28007','M396043004','28007','es_transportation',29.55,0
3,'C3858214','3','M','28007','M144359378','28007','es_fashion',2.26,0
20,'C2255959','4','F','28007','M823039714','28007','es_health',14.65,0
175,'C3138421','2','M','28007','M882676440','28007','es_sportsandtoys',933.93,1
140,'C2290906','2','M','28007','M361587298','28007','es_transportation',2.35,0
179,'C6387059','1','F','28007','M934013717','28007','es_hyper',61.27,0
139,'C2958615','4','F','28007','M325805324','28007','es_tech',747.43,1
12,'C5449399','2','M','28007','M878293109','28007','es_health',16.21,0
10,'C1026505','2','F','28007','M319754183','28007','es_hyper',94.9,0
159,'C1567827','2','M','28007','M331840139','28007','es_hyper',23.25,0
69,'C3531196','2','F','28007','M322479525','28007','es_food',36.65,0
78,'C9057907','1','F','28007','M107760004','28007','es_hyper',5.12,0
36,'C7102493','2','M','28007','M164910926','28007','es_hotelservices',245.55,0
86,'C8104527','1','M','28007','M646008731','28007','es_food',24.04,0
58,'C3185028','2','F','28007','M435805740','28007','es_wellnessandbeauty',4.74,0
57,'C2825260','0','M','28007','M682661545','28007','es_fashion',19.11,0
52,'C4440863','3','M','28007','M883179327','28007','es_barsandrestaurants',16.59,0
3,'C8871490','3','F','28007','M762371850','28007','es_transportation',4.73,0
20,'C8069222','5','F','28007','M380361562','28007','es_wellnessandbeauty',38.38,0
98,'C1552226','3','E','28007','M795005464','28007','es_barsandrestaurants',10.37,0
129,'C8467133','3','M','28007','M336659268','28007','es_tech',24.16,0
158,'C2980425','1','M','28007','M879446356','28007','es_transportation',87.82,0
130,'C6604297','3','F','28007','M796781804','28007','es_hotelservices',12.93,0
71,'C2079037','3','M','28007','M151187343','28007','es_fashion',46.02,0
12,'C8695082','1','F','28007','M406056869','28007','es_hotelservices',21.14,0
173,'C1693464','4','M','28007','M317199220','28007','es_hyper',5.76,0
114,'C1837566','0','F','28007','M160229895','28007','es_hotelservices',36.98,0
92,'C3158344','1','F','28007','M454055964','28007','es_barsandrestaurants',9.3,0
117,'C8992726','2','M','28007','M209285989','28007','es_barsandrestaurants',225.59,0
72,'C4330263','5','M','28007','M144681008','28007','es_sportsandtoys',41.36,0
134,'C9234025','2','M','28007','M657731629','28007','es_food',70.47,0
128,'C5795817','1','M','28007','M369942850','28007','es_barsandrestaurants',35.71,0
65,'C3057017','3','F','28007','M341436875','28007','es_barsandrestaurants',68.6,0
111,'C8138512','2','M','28007','M975901676','28007','es_tech',897.83,1
74,'C5330453','2','M','28007','M162908951','28007','es_hotelservices',26.3,0
15,'C6998544','1','F','28007','M417523214','28007','es_tech',64.58,0
114,'C7342211','2','M','28007','M109978954','28007','es_food',84.81,0
177,'C9994006','3','M','28007','M138489803','28007','es_hyper',9.66,0
175,'C2343054','1','F','28007','M296145427','28007','es_food',9.39,0
76,'C4460096','2','M','28007','M393379869','28007','es_barsandrestaurants',31.91,0
79,'C5589369','2','M','28007','M845099570','28007','es_barsandrestaurants',48.3,0
100,'C9648035','1','F','28007','M406966708','28007','es_food',39.33,0
21,'C6768212','1','M','28007','M175892270','28007','es_hyper',8.61,0
16,'C2498447','2','M','28007','M850688734','28007','es_transportation',43.19,0
141,'C9839008','6','F','28007','M688594098','28007','es_wellnessandbeauty',10.86,0
122,'C1171236','3','M','28007','M873707142','28007','es_hyper',31.82,0
105,'C1239647','4','M','28007','M635769900','28007','es_hotelservices',12.2,0
99,'C3942609','1','F','28007','M671998076','28007','es_food',12.4,0
119,'C4340444','3','M','28007','M992252913','28007','es_tech',1093.05,1
74,'C6864049','2','M','28007','M172639916','28007','es_hotelservices',13.0,0
57,'C4472696','1','M','28007','M799477453','28007','es_transportation',88.62,0
43,'C3104417','3','M','28007','M505049900','28007','es_tech',921.07,1
66,'C3057244','3','M','28007','M479662109','28007','es_tech',141.43,0
173,'C9302258','1','E','28007','M404294198','28007','es_hyper',4.54,0
40,'C8299243','1','F','28007','M867783041','28007','es_food',25.1,0
105,'C7667051','2','E','28007','M575909502','28007','es_tech',26.26,0
117,'C1561548','0','F','28007','M567860887','28007','es_fashion',19.32,0
48,'C5762315','2','F','28007','M658425958','28007','es_food',7.45,0
103,'C7259635','0','F','28007','M957606109','28007','es_food',8.64,0
29,'C9817518','5','F','28007','M588722712','28007','es_health',52.3,0
71,'C4463894','4','F','28007','M895826202','28007','es_health',2.26,0
166,'C2400507','3','M','28007','M182419296','28007','es_hyper',8.86,0
71,'C8793604','2','F','28007','M602561036','28007','es_transportation',3.9,0
17,'C5859633','1','F','28007','M967937996','28007','es_hyper',22.39,0
165,'C9318849','4','F','28007','M963847077','28007','es_hotelservices',32.89,0
71,'C7697947','1','M','28007','M101461433','28007','es_barsandrestaurants',23.77,0
25,'C8753638','4','F','28007','M738522930','28007','es_hyper',7.66,0
88,'C8989900','2','M','28007','M325038006','28007','es_tech',576.65,1
12,'C5101153','1','M','28007','M221241577','28007','es_sportsandtoys',17.55,0
146,'C1461122','2','M','28007','M735785348','28007','es_health',46.25,0
128,'C7634586','0','M','28007','M531461899','28007','es_tech',11.99,0
175,'C9371223','2','F','28007','M893388534','28007','es_hotelservices',11.56,0
142,'C5170555','1','F','28007','M598702031','28007','es_hotelservices',887.53,1
1,'C9090433','3','F','28007','M729677849','28007','es_health',49.42,0
47,'C9125248','1','F','28007','M740053137','28007','es_tech',7.04,0
64,'C9242580','3','M','28007','M186895606','28007','es_wellnessandbeauty',41.05,0
122,'C7353575','2','M','28007','M373633510','28007','es_food',59.24,0
157,'C1377224','4','M','28007','M389666394','28007','es_transportation',119.26,0
166,'C3657885','2','E','28007','M256639163','28007','es_hyper',44.3,0
26,'C9094566','2','M','28007','M973237171','28007','es_fashion',26.19,0
37,'C4614705','1','F','28007','M415434664','28007','es_tech',28.92,0
4,'C6586956','1','F','28007','M459879480','28007','es_health',52.32,0
21,'C3604902','1','F','28007','M391293570','28007','es_fashion',10.1,0
103,'C6802199','2','F','28007','M484284145','28007','es_wellnessandbeauty',69.17,0
38,'C7792109','4','F','28007','M439628911','28007','es_tech',166.72,1
177,'C9779340','5','F','28007','M945055502','28007','es_wellnessandbeauty',13.22,0
168,'C7147401','4','M','28007','M600774662','28007','es_wellnessandbeauty',6.76,0
15,'C9875234','1','F','28007','M138088342','28007','es_fashion',26.69,0
152,'C2138452','4','F','28007','M960192720','28007','es_hotelservices',19.54,0
18,'C4415398','2','F','28007','M480582333','28007','es_transportation',20.08,0
160,'C5065183','2','F','28007','M780096069','28007','es_health',28.26,0
152,'C6807811','5','F','28007','M556408586','28007','es_hotelservices',619.72,1
112,'C1012879','3','F','28007','M273352975','28007','es_sportsandtoys',463.42,1
20,'C3895537','2','M','28007','M892143135','28007','es_tech',13.3,0
152,'C7951740','1','F','28007','M255005030','28007','es_transportation',103.71,0
44,'C6991342','1','F','28007','M951246989','28007','es_hotelservices',17.21,0
121,'C7380858','4','M','28007','M866736656','28007','es_sportsandtoys',6.62,0
23,'C6347006','5','M','28007','M844257823','28007','es_wellnessandbeauty',13.0,0
25,'C6824648','3','E','28007','M164627603','28007','es_barsandrestaurants',3.87,0
52,'C4001179','0','E','28007','M324513822','28007','es_transportation',26.95,0
86,'C9051090','1','M','28007','M641042276','28007','es_fashion',29.15,0
153,'C5197739','0','M','28007','M789336707','28007','es_barsandrestaurants',37.51,0
89,'C7859634','2','M','28007','M565576058','28007','es_sportsandtoys',55.5,0
49,'C1544653','2','F','28007','M942616290','28007','es_health',216.05,1
155,'C2220682','0','F','28007','M684357074','28007','es_barsandrestaurants',91.82,0
49,'C6211276','4','M','28007','M959269063','28007','es_tech',744.84,1
148,'C7684601','2','M','28007','M226012144','28007','es_transportation',27.11,0
66,'C6868555','1','M','28007','M501564054','28007','es_transportation',6.08,0
141,'C9229840','0','M','28007','M485783127','28007','es_barsandrestaurants',5.4,0
119,'C7423841','U','M','28007','M695594453','28007','es_barsandrestaurants',90.68,0
75,'C9324458','1','F','28007','M755095702','28007','es_fashion',38.77,0
162,'C8104627','4','M','28007','M474574801','28007','es_food',42.08,0
117,'C5757812','2','M','28007','M198097412','28007','es_transportation',7.83,0
102,'C7779617','2','M','28007','M354990246','28007','es_hyper',36.63,0
131,'C1398825','3','M','28007','M437429510','28007','es_barsandrestaurants',30.27,0
110,'C7497127','4','F','28007','M829253564','28007','es_hyper',29.49,0
57,'C2247752','3','F','28007','M816346159','28007','es_hotelservices',246.0,1
24,'C6360678','1','M','28007','M177657703','28007','es_hotelservices',29.94,0
27,'C6310074','3','M','28007','M617465481','28007','es_health',7.96,0
104,'C5732369','3','F','28007','M587722757','28007','es_sportsandtoys',100.99,0
1,'C2551726','1','F','28007','M490267617','28007','es_hyper',36.04,0
96,'C8789573','1','F','28007','M369102994','28007','es_transportation',10.14,0
39,'C5261663','4','M','28007','M465689129','28007','es_food',49.77,0
53,'C4911251','3','M','28007','M838960061','28007','es_hyper',18.27,0
21,'C8188106','3','M','28007','M663448482','28007','es_transportation',31.18,0
164,'C6113050','0','M','28007','M534183246','28007','es_transportation',25.15,0
117,'C1207580','1','F','28007','M366065100','28007','es_fashion',5.09,0
5,'C4931895','3','M','28007','M429524499','28007','es_tech',22.44,0
112,'C8900171','4','M','28007','M685696701','28007','es_barsandrestaurants',21.16,0
55,'C2150311','2','F','28007','M745586172','28007','es_sportsandtoys',855.62,1
101,'C2281258','3','F','28007','M607678342','28007','es_barsandrestaurants',43.89,0
57,'C2594362','2','F','28007','M948257113','28007','es_sportsandtoys',90.24,0
76,'C8451062','1','F','28007','M770096811','28007','es_transportation',36.74,0
113,'C1487707','3','F','28007','M115090407','28007','es_transportation',40.17,0
22,'C9286151','2','F','28007','M210682776','28007','es_hyper',63.53,0
121,'C4337013','2','F','28007','M219576408','28007','es_health',23.54,0
165,'C3332127','2','F','28007','M227847972','28007','es_hyper',5.23,0
51,'C1690778','2','M','28007','M928718283','28007','es_sportsandtoys',70.06,0
112,'C9181311','4','M','28007','M629831955','28007','es_transportation',27.89,0
135,'C9966309','2','M','28007','M305219417','28007','es_hyper',9.77,0
169,'C7403679','4','F','28007','M121971167','28007','es_barsandrestaurants',23.91,0
162,'C2753313','1','M','28007','M773891645','28007','es_fashion',52.96,0
95,'C4044221','2','F','28007','M921536746','28007','es_hotelservices',27.34,0
91,'C3916933','2','F','28007','M592812936','28007','es_hotelservices',706.01,1
45,'C7466751','1','F','28007','M951289421','28007','es_hyper',265.85,0
117,'C6585056','1','F','28007','M491255073','28007','es_food',21.7,0
61,'C2732141','2','M','28007','M768788354','28007','es_barsandrestaurants',142.41,0
127,'C2634461','4','M','28007','M363994195','28007','es_food',17.44,0
61,'C2886522','4','F','28007','M417382537','28007','es_barsandrestaurants',29.72,0
174,'C7472036','2','F','28007','M644914644','28007','es_sportsandtoys',25.06,0
63,'C8252270','1','F','28007','M961156241','28007','es_wellnessandbeauty',21.33,0
176,'C9809609','3','M','28007','M695603504','28007','es_wellnessandbeauty',79.68,0
54,'C3979718','1','F','28007','M964041053','28007','es_hyper',24.52,0
10,'C4476808','1','F','28007','M192227299','28007','es_tech',17.02,0
166,'C7865999','4','M','28007','M490311754','28007','es_food',28.96,0
33,'C4696458','2','F','28007','M856589990','28007','es_fashion',2.88,0
18,'C9131526','2','F','28007','M334593217','28007','es_tech',93.22,0
60,'C8249433','1','M','28007','M827204165','28007','es_hyper',36.18,0
69,'C2199728','2','M','28007','M181697565','28007','es_hyper',43.72,0
114,'C7077449','2','M','28007','M193762892','28007','es_fashion',2.3,0
30,'C7877037','3','F','28007','M502217616','28007','es_barsandrestaurants',20.08,0
85,'C4114659','3','M','28007','M770020725','28007','es_fashion',50.17,0
166,'C9411603','2','M','28007','M687643728','28007','es_fashion',63.12,0
119,'C5949331','2','F','28007','M113072770','28007','es_tech',87.3,0
85,'C3930299','2','M','28007','M485226864','28007','es_transportation',12.06,0
120,'C4581311','1','F','28007','M599249778','28007','es_transportation',13.13,0
11,'C9582299','3','F','28007','M943336487','28007','es_transportation',103.18,0
120,'C9868577','1','M','28007','M258308805','28007','es_wellnessandbeauty',14.9,0
22,'C4483802','3','M','28007','M256082309','28007','es_transportation',47.63,0
87,'C2404568','2','F','28007','M339238871','28007','es_barsandrestaurants',25.23,0
105,'C7638784','3','M','28007','M348384203','28007','es_barsandrestaurants',30.41,0
38,'C3627014','2','M','28007','M811956256','28007','es_food',4.51,0
127,'C2348894','2','M','28007','M958151611','28007','es_food',57.32,0
158,'C1929090','1','F','28007','M156178284','28007','es_wellnessandbeauty',9.36,0
56,'C6385201','1','F','28007','M403310195','28007','es_tech',401.34,1
42,'C6119641','1','M','28007','M298327690','28007','es_transportation',22.41,0
129,'C6754068','3','F','28007','M129159511','28007','es_wellnessandbeauty',49.75,0
81,'C7063389','1','F','28007','M629616163','28007','es_fashion',64.15,0
54,'C9602831','2','M','28007','M337493785','28007','es_food',39.29,0
74,'C5817842','0','F','28007','M227013712','28007','es_hotelservices',14.35,0
28,'C3214826','1','F','28007','M327792873','28007','es_hotelservices',30.88,0
159,'C4561497','3','M','28007','M352795513','28007','es_hotelservices',31.64,0
51,'C3771034','2','M','28007','M391900976','28007','es_transportation',29.57,0
99,'C4262331','4','M','28007','M910321919','28007','es_barsandrestaurants',6.89,0
166,'C5486856','1','F','28007','M276937412','28007','es_transportation',78.89,0
164,'C1003196','2','M','28007','M475204413','28007','es_sportsandtoys',1159.62,1
29,'C7209774','2','M','28007','M887933688','28007','es_hotelservices',8.14,0
131,'C8593548','4','M','28007','M924237911','28007','es_food',52.57,0
27,'C9173542','2','E','28007','M869536596','28007','es_tech',1192.47,1
68,'C4876345','2','M','28007','M471332166','28007','es_sportsandtoys',622.06,1
104,'C8630725','2','E','28007','M258255163','28007','es_transportation',34.23,0
36,'C1130334','5','F','28007','M356820665','28007','es_wellnessandbeauty',76.59,0
153,'C9955427','1','F','28007','M684569277','28007','es_barsandrestaurants',59.54,0
169,'C2250844','2','F','28007','M693921702','28007','es_food',30.13,0
14,'C5184251','3','F','28007','M910543208','28007','es_food',68.53,0
97,'C1586470','3','M','28007','M737711424','28007','es_transportation',12.53,0
27,'C3894558','U','M','28007','M735911824','28007','es_transportation',32.35,0
27,'C3746153','2','F','28007','M264924735','28007','es_transportation',21.45,0
148,'C1268602','1','M','28007','M334126814','28007','es_transportation',59.67,0
129,'C9482084','1','F','28007','M897787001','28007','es_tech',60.02,0
33,'C3995785','5','M','28007','M362442113','28007','es_food',6.65,0
0,'C4703367','4','M','28007','M149502260','28007','es_sportsandtoys',17.8,0
146,'C3675877','2','M','28007','M467667091','28007','es_fashion',46.45,0
97,'C7499998','2','M','28007','M525249212','28007','es_barsandrestaurants',11.0,0
111,'C1174588','2','M','28007','M135084764','28007','es_tech',37.17,0
153,'C8458136','5','M','28007','M238986152','28007','es_wellnessandbeauty',19.46,0
65,'C8349953','2','F','28007','M113196706','28007','es_tech',801.0,1
58,'C5657448','2','M','28007','M180591527','28007','es_hotelservices',53.02,0
73,'C6900726','2','F','28007','M120978606','28007','es_barsandrestaurants',66.58,0
162,'C3086172','4','M','28007','M728079925','28007','es_hotelservices',991.62,1
157,'C5812056','1','M','28007','M262283227','28007','es_sportsandtoys',12.66,0
85,'C3192848','1','F','28007','M646228744','28007','es_fashion',4.1,0
19,'C3214178','2','M','28007','M121734323','28007','es_sportsandtoys',28.52,0
101,'C8689262','3','F','28007','M839458906','28007','es_fashion',75.59,0
138,'C3126028','3','M','28007','M236544072','28007','es_hotelservices',5.44,0
57,'C2629040','2','M','28007','M170025460','28007','es_food',14.99,0
57,'C5866940','0','M','28007','M273380128','28007','es_transportation',7.57,0
46,'C3536047','3','M','28007','M780173610','28007','es_sportsandtoys',641.55,1
83,'C2932303','2','M','28007','M283879856','28007','es_transportation',19.86,0
75,'C7379022','4','M','28007','M921634838','28007','es_transportation',20.72,0
14,'C7062825','2','M','28007','M801550519','28007','es_tech',22.05,0
51,'C8352245','1','F','28007','M137331605','28007','es_wellnessandbeauty',17.22,0
72,'C6234748','2','M','28007','M233436591','28007','es_wellnessandbeauty',17.01,0
130,'C6788773','1','F','28007','M763534062','28007','es_tech',44.82,0
110,'C9451392','0','M','28007','M448948080','28007','es_fashion',17.11,0
92,'C2035108','1','F','28007','M102074242','28007','es_tech',13.48,0
129,'C2534230','0','M','28007','M755163404','28007','es_health',11.06,0
99,'C2662656','2','F','28007','M960947084','28007','es_sportsandtoys',4.78,0
43,'C3871712','0','M','28007','M352513896','28007','es_hotelservices',37.38,0
